ID,Turn,Payload,CreatedAt,Player0,Player1,Player2,Player3,Player4,Player5,Player6,Player7,Player8,Player9,Player10,Player11,Player12,Player13,Player14,Player15,Player16,Player17,Player18,Player19,Player20,Player21,PlayerID,ZoneID,Territory,Dominance,Domain,Posture,AreaID,City,CenterX,CenterY,Plots,Value,FriendlyStrength,EnemyStrength,NeutralStrength,Neighbors,Units
4359,297,{},1761656739,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4011,Enemy,Even,Sea,Attrition,9,Seoul,19,14,8,4,59058,97301,0,"[-3938,4011,-100004,-2768]","{""The Ottomans"":{""Frigate"":1,""Corvette"":2}}"
4360,297,{},1761656739,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1037,Neutral,Friendly,Sea,Attrition,28,Lhasa,10,22,7,1,128296,0,32183,"[5976,-2514,-5976,1037,-1991,1991]","{""The Ottomans"":{""Frigate"":2,""Corvette"":2}}"
4361,297,{},1761656739,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3938,Friendly,Friendly,Sea,Counterattack,9,Busan,16,14,12,8,109909,58981,0,"[3817,3938,-3817,-4011,4011,-100004]","{""The Ottomans"":{""Frigate"":2}}"
4362,297,{},1761656739,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1531,Friendly,Friendly,Sea,Counterattack,0,Bursa,13,4,2,1,67201,20558,0,"[-1247,-100000,1531,-3191]","{""The Ottomans"":{""Janissary"":1}}"
4363,298,{},1761656772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,Friendly,Friendly,Land,Counterattack,1,Istanbul,7,11,21,36,60194,17266,0,"[1179,-1029,-1904,1247,5976,3817,3938]","{""The Ottomans"":{""Janissary"":1,""Field Gun"":1}}"
4364,298,{},1761656772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038,Neutral,Friendly,Land,Attrition,14,Okilis,13,29,18,12,35578,0,54874,"[2884,1037,-2884,-1038,1991,-5018]","{""Korea"":{""Cannon"":1}}"
4365,298,{},1761656772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,Enemy,Even,Land,Exploit Flanks,1,Geneva,5,4,18,12,59804,50442,0,"[-1040,1179,1247]","{""City-State Geneva"":{""Fusilier"":1}}"
4366,298,{},1761656772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179,Friendly,Even,Land,Counterattack,1,Edirne,4,9,13,96,55377,32661,0,"[-1179,1040,1029,-1029,1247]","{""The Ottomans"":{""Janissary"":2}}"
4367,298,{},1761656772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247,Friendly,Friendly,Land,Counterattack,1,Ankara,9,6,38,30,101241,23166,0,"[1040,1179,1029,-1247,1531,3938]","{""The Ottomans"":{""Fusilier"":1,""Field Gun"":2,""Great Bombard"":2}}"
4368,298,{},1761656772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531,Friendly,Friendly,Land,Counterattack,1,Bursa,13,6,26,48,156543,42284,0,"[1247,-1531,3938,-3191,3191,4011]","{""The Ottomans"":{""Janissary"":1,""Field Gun"":3}}"
4369,298,{},1761656772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1904,Friendly,Friendly,Land,Counterattack,14,Konya,3,18,12,24,35911,0,0,"[-1904,2108,-5976]","{""The Ottomans"":{""Lancer"":1}}"
4370,298,{},1761656772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,Neutral,Friendly,Land,Attrition,1,Kaesong,14,23,12,3,56630,0,29013,"[5976,-5976,-1991,-1037,1037,1038]","{""Korea"":{""Tercio"":1}}"
4371,298,{},1761656772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514,Friendly,Friendly,Land,Counterattack,24,Gaziantep,6,25,16,3,101842,0,8760,"[-2514,-2108,2676,1037,2985]","{""The Ottomans"":{""Janissary"":1}}"
4372,298,{},1761656772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676,Friendly,Friendly,Land,Counterattack,14,Diyarbakir,3,27,20,24,55139,0,0,"[3976,-2676,2108,2985,-2108,2514]","{""The Ottomans"":{""Lancer"":1,""Field Gun"":1}}"
4373,298,{},1761656772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2768,Enemy,Enemy,Land,Withdraw,1,Daegu,25,14,23,21,6000,108048,0,"[4011,-2768,2646,1672,1031,1598]","{""Indonesia"":{""Fusilier"":1}}"
4374,298,{},1761656772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2884,Neutral,Friendly,Land,Attrition,14,Suwon,10,31,17,12,50613,0,31568,"[2985,1037,1038,-2884,-1038]","{""Korea"":{""Cannon"":1},""The Ottomans"":{""Janissary"":1}}"
4375,298,{},1761656772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2985,Friendly,Friendly,Land,Counterattack,14,Izmir,6,30,18,24,52048,0,0,"[-2676,2676,-2985,2514,1037,2884,-2884]","{""The Ottomans"":{""Field Gun"":1}}"
4376,298,{},1761656772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3191,Enemy,Friendly,Land,Steamroll,1,Mataram,17,4,22,288,100259,47393,0,"[1531,-3191,4011,1039,-1039]","{""City-State Nippur"":{""Lancer"":1},""Indonesia"":{""Fusilier"":1,""Field Gun"":1},""The Ottomans"":{""Lancer"":2,""Janissary"":1}}"
4377,298,{},1761656772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3817,Friendly,Friendly,Land,Counterattack,1,Jeonju,11,14,18,24,109110,0,0,"[1029,5976,3938,-3817,-5976,-3938,-1991]","{""The Ottomans"":{""Janissary"":1}}"
4378,298,{},1761656772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3938,Friendly,Even,Land,Counterattack,1,Busan,14,10,20,96,140247,134537,0,"[1029,1247,3817,1531,-3938,4011]","{""The Ottomans"":{""Cavalry"":1,""Fusilier"":1,""Janissary"":2,""Field Gun"":2}}"
4379,298,{},1761656772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3976,Friendly,Even,Land,Counterattack,22,Kayseri,55,23,12,12,23768,38700,0,"[-2108,2108,2676,-2676,-3976]","{""The Ottomans"":{""Field Gun"":1}}"
4380,298,{},1761656772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011,Enemy,Enemy,Land,Withdraw,1,Seoul,19,9,32,84,99699,180232,0,"[1531,3938,3191,-3938,-4011,1039,2768,1034,2646]","{""Indonesia"":{""Fusilier"":1,""Gatling Gun"":4,""Field Gun"":3}}"
4381,298,{},1761656772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5976,Friendly,Friendly,Land,Counterattack,1,Ormus,9,18,20,18,85337,0,2100,"[-2514,-5976,1029,-1037,3817,1991,-1991]","{""The Ottomans"":{""Janissary"":2,""Field Gun"":1}}"
4382,298,{},1761656772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1672,Enemy,Even,Sea,Exploit Flanks,9,Batam,25,21,37,7,0,15250,0,"[-2768,-100004,-4402,1672,-4163,1598,-1598]","{""The Ottomans"":{""Corvette"":1}}"
4383,298,{},1761656772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4011,Enemy,Even,Sea,Exploit Flanks,9,Seoul,19,14,8,4,91420,122886,0,"[-3938,4011,-100004,-2768]","{""The Ottomans"":{""Corvette"":3}}"
4384,298,{},1761656772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2108,Friendly,Enemy,Sea,Hedgehog,0,Samsun,2,21,8,8,18728,52972,0,"[-1904,3976,2108,-2514,2676,2514,-3976]","{""The Ottomans"":{""Frigate"":1}}"
4385,298,{},1761656772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3976,Friendly,Enemy,Sea,Hedgehog,0,Kayseri,53,23,37,480,7295,70630,0,"[-6180,-100007,-100003,3976,-2676,-1904,-2108]","{""Indonesia"":{""Ironclad"":1,""Cruiser"":2}}"
4386,298,{},1761656772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1991,Neutral,Friendly,Sea,Attrition,9,Kaesong,16,21,34,4,96642,0,24223,"[-5976,5976,-1037,1991,3817,-3817,-1038,-100004]","{""City-State Lhasa"":{""Galleass"":1,""Corvette"":1},""Venice"":{""Frigate"":1},""The Ottomans"":{""Frigate"":1,""Corvette"":1}}"
4387,298,{},1761656772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5976,Friendly,Friendly,Sea,Counterattack,0,Ormus,8,18,13,6,93150,0,9750,"[-1904,1904,-1029,-2514,5976,-1037,-1991,-3817,1991,3817]","{""The Ottomans"":{""Frigate"":1}}"
4388,298,{},1761656772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3938,Friendly,Even,Sea,Counterattack,9,Busan,16,14,12,32,137935,84411,0,"[3817,3938,-3817,-4011,4011,-100004]","{""Korea"":{""Corvette"":1},""The Ottomans"":{""Frigate"":4,""Corvette"":1}}"
4389,298,{},1761656772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2514,Friendly,Friendly,Sea,Counterattack,0,Gaziantep,6,22,10,6,82864,0,9750,"[-2108,2514,-1904,-5976,5976,-1037,1037]","{""The Ottomans"":{""Frigate"":1,""Corvette"":1}}"
4390,299,{},1761656814,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,Friendly,Friendly,Land,Counterattack,1,Istanbul,7,11,21,36,78766,5522,0,"[1179,-1029,-1904,1247,5976,3817,3938]","{""The Ottomans"":{""Janissary"":2}}"
4391,299,{},1761656814,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037,Neutral,Friendly,Land,Attrition,32,Lhasa,10,26,23,27,71520,0,51878,"[2514,2985,-2514,2884,-1037,1038,1991]","{""City-State Lhasa"":{""Fusilier"":1},""Korea"":{""Cannon"":1}}"
4392,299,{},1761656814,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,Enemy,Even,Land,Exploit Flanks,1,Geneva,5,4,18,12,56474,38153,0,"[-1040,1179,1247]","{""City-State Geneva"":{""Fusilier"":1}}"
4393,299,{},1761656814,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179,Friendly,Friendly,Land,Counterattack,1,Edirne,4,9,13,24,61899,23018,0,"[-1179,1040,1029,-1029,1247]","{""The Ottomans"":{""Janissary"":1}}"
4394,299,{},1761656814,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247,Friendly,Friendly,Land,Counterattack,1,Ankara,9,6,38,30,94501,20256,0,"[1040,1179,1029,-1247,1531,3938]","{""The Ottomans"":{""Fusilier"":1,""Field Gun"":4,""Great Bombard"":1}}"
4395,299,{},1761656814,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531,Friendly,Friendly,Land,Counterattack,1,Bursa,13,6,26,144,164280,64797,0,"[1247,-1531,3938,-3191,3191,4011]","{""The Ottomans"":{""Janissary"":2,""Field Gun"":3}}"
4396,299,{},1761656814,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1672,Enemy,Enemy,Land,Withdraw,1,Batam,27,18,12,42,0,34123,0,"[-2768,2768,-1672,1598]","{""Indonesia"":{""Fusilier"":1}}"
4397,299,{},1761656814,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1904,Friendly,Friendly,Land,Counterattack,14,Konya,3,18,12,24,62010,32352,0,"[-1904,2108,-5976]","{""The Ottomans"":{""Lancer"":1}}"
4398,299,{},1761656814,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,Neutral,Friendly,Land,Attrition,1,Kaesong,14,23,12,3,46149,0,30913,"[5976,-5976,-1991,-1037,1037,1038]","{""Korea"":{""Tercio"":1}}"
4399,299,{},1761656814,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2108,Friendly,Friendly,Land,Counterattack,14,Samsun,1,22,16,24,56356,25685,0,"[-2108,6286,1904,2676,-1904,-6286]","{""The Ottomans"":{""Janissary"":1}}"
4400,299,{},1761656814,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676,Friendly,Friendly,Land,Counterattack,14,Diyarbakir,3,27,20,24,55489,0,0,"[6286,-2676,2108,2985,-2108,2514]","{""The Ottomans"":{""Lancer"":1,""Field Gun"":1}}"
4401,299,{},1761656814,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2768,Enemy,Enemy,Land,Withdraw,1,Daegu,25,14,23,21,0,113628,0,"[4011,-2768,2646,1672,1031,1598]","{""Indonesia"":{""Fusilier"":1,""Gatling Gun"":1}}"
4402,299,{},1761656814,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2985,Friendly,Friendly,Land,Counterattack,14,Izmir,6,30,18,24,49193,0,0,"[-2676,2676,-2985,2514,1037,2884,-2884]","{""The Ottomans"":{""Janissary"":1,""Field Gun"":1}}"
4403,299,{},1761656814,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3191,Enemy,Even,Land,Exploit Flanks,1,Mataram,17,4,22,144,88783,87293,0,"[1531,-3191,4011,1039,-1039]","{""City-State Nippur"":{""Lancer"":1},""Indonesia"":{""Fusilier"":1},""The Ottomans"":{""Cavalry"":1,""Lancer"":2,""Janissary"":1}}"
4404,299,{},1761656814,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3817,Friendly,Friendly,Land,Counterattack,1,Jeonju,11,14,18,24,127406,0,0,"[1029,5976,3938,-3817,-5976,-3938,-1991]","{""The Ottomans"":{""Janissary"":1}}"
4405,299,{},1761656814,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3938,Friendly,Even,Land,Counterattack,1,Busan,14,10,20,96,163841,123673,0,"[1029,1247,3817,1531,-3938,4011]","{""The Ottomans"":{""Fusilier"":1,""Janissary"":1,""Corvette"":1,""Field Gun"":2}}"
4406,299,{},1761656814,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011,Enemy,Enemy,Land,Withdraw,1,Seoul,19,9,32,84,105137,204018,0,"[1531,3938,3191,-3938,-4011,1039,2768,1034,2646]","{""Indonesia"":{""Gatling Gun"":2,""Field Gun"":3}}"
4407,299,{},1761656814,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5976,Friendly,Friendly,Land,Counterattack,1,Ormus,9,18,20,18,89237,0,7040,"[-2514,-5976,1029,-1037,3817,1991,-1991]","{""The Ottomans"":{""Janissary"":1,""Field Gun"":1}}"
4408,299,{},1761656814,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2768,Enemy,Enemy,Sea,Withdraw,9,Daegu,22,16,21,7,29940,53490,0,"[-4011,-100004,2768,-1672,1672]","{""The Ottomans"":{""Frigate"":1,""Corvette"":3}}"
4409,299,{},1761656814,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6180,Enemy,Enemy,Sea,Withdraw,0,Malatya,48,22,49,32,0,22549,0,"[-6097,-100007,6097,6180,-6286,-100003]","{""Indonesia"":{""Ironclad"":1}}"
4410,299,{},1761656814,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4011,Enemy,Even,Sea,Attrition,9,Seoul,19,14,8,4,106701,108955,0,"[-3938,4011,-100004,-2768]","{""The Ottomans"":{""Frigate"":3}}"
4411,299,{},1761656814,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1991,Neutral,Friendly,Sea,Attrition,9,Kaesong,16,21,34,8,41947,0,22963,"[-5976,5976,-1037,1991,3817,-3817,-1038,-100004]","{""The Ottomans"":{""Frigate"":1}}"
4412,299,{},1761656814,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1904,Friendly,Even,Sea,Counterattack,0,Konya,2,16,31,32,55679,45195,0,"[-1179,1904,-2108,-1029,2108,1029,-5976,-2514,-100003,-6286]","{""Indonesia"":{""Cruiser"":1},""The Ottomans"":{""Corvette"":1}}"
4413,299,{},1761656814,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1037,Neutral,Friendly,Sea,Attrition,28,Lhasa,10,22,7,1,46013,0,34583,"[5976,-2514,-5976,1037,-1991,1991]","{""The Ottomans"":{""Janissary"":1}}"
4414,299,{},1761656814,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3938,Friendly,Friendly,Sea,Counterattack,9,Busan,16,14,12,8,156548,52906,0,"[3817,3938,-3817,-4011,4011,-100004]","{""Korea"":{""Corvette"":1},""The Ottomans"":{""Corvette"":2}}"
4415,299,{},1761656814,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2108,Friendly,Even,Sea,Counterattack,0,Samsun,2,21,8,4,45535,52634,0,"[-1904,2108,-2514,2676,2514,-6286]","{""The Ottomans"":{""Frigate"":3}}"
4416,300,{},1761656844,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,Friendly,Friendly,Land,Counterattack,1,Istanbul,7,11,21,36,85081,5522,0,"[1179,-1029,-1904,1247,5976,3817,3938]","{""The Ottomans"":{""Janissary"":1}}"
4417,300,{},1761656844,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037,Neutral,Friendly,Land,Attrition,32,Lhasa,10,26,23,27,49526,0,51818,"[2514,2985,-2514,2884,-1037,1038,1991]","{""City-State Lhasa"":{""Fusilier"":1}}"
4418,300,{},1761656844,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,Enemy,Even,Land,Exploit Flanks,1,Geneva,5,4,18,12,56010,38269,0,"[-1040,1179,1247]","{""City-State Geneva"":{""Fusilier"":1},""The Ottomans"":{""Janissary"":1}}"
4419,300,{},1761656844,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179,Friendly,Friendly,Land,Counterattack,1,Edirne,4,9,13,24,65083,20314,0,"[-1179,1040,1029,-1029,1247]","{""The Ottomans"":{""Janissary"":1}}"
4420,300,{},1761656844,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1247,Friendly,Friendly,Land,Counterattack,1,Ankara,9,6,38,30,105712,20314,0,"[1040,1179,1029,-1247,1531,3938]","{""The Ottomans"":{""Fusilier"":1,""Field Gun"":4,""Great Bombard"":1}}"
4421,300,{},1761656844,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531,Friendly,Friendly,Land,Counterattack,1,Bursa,13,6,26,72,163653,41141,0,"[1247,-1531,3938,-3191,3191,4011]","{""The Ottomans"":{""Janissary"":3,""Field Gun"":4}}"
4422,300,{},1761656844,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1672,Enemy,Enemy,Land,Withdraw,1,Batam,27,18,12,42,0,40298,0,"[-2768,2768,-1672,1598]","{""Indonesia"":{""Fusilier"":1}}"
4423,300,{},1761656844,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1904,Friendly,Friendly,Land,Counterattack,14,Konya,3,18,12,24,52638,17100,0,"[-1904,2108,-5976]","{""The Ottomans"":{""Lancer"":1}}"
4424,300,{},1761656844,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2108,Friendly,Friendly,Land,Counterattack,14,Samsun,1,22,16,24,71617,11400,0,"[-2108,6286,1904,2676,-1904,-6286]","{""The Ottomans"":{""Janissary"":1}}"
4425,300,{},1761656844,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2514,Friendly,Friendly,Land,Counterattack,24,Gaziantep,6,25,16,3,84417,0,13700,"[-2514,-2108,2676,1037,2985]","{""The Ottomans"":{""Janissary"":1}}"
4426,300,{},1761656844,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2676,Friendly,Friendly,Land,Counterattack,14,Diyarbakir,3,27,20,24,67743,0,0,"[6286,-2676,2108,2985,-2108,2514]","{""The Ottomans"":{""Lancer"":1,""Field Gun"":1}}"
4427,300,{},1761656844,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2768,Enemy,Enemy,Land,Withdraw,1,Daegu,25,14,23,36,16300,110992,0,"[4011,-2768,2646,1672,1031,1598]","{""Indonesia"":{""Fusilier"":1}}"
4428,300,{},1761656844,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2985,Friendly,Friendly,Land,Counterattack,14,Izmir,6,30,18,24,49951,0,0,"[-2676,2676,-2985,2514,1037,2884,-2884]","{""The Ottomans"":{""Janissary"":1,""Field Gun"":1}}"
4429,300,{},1761656844,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3191,Enemy,Even,Land,Steamroll,1,Mataram,17,4,22,144,107440,69522,0,"[1531,-3191,4011,1039,-1039]","{""Indonesia"":{""Fusilier"":2,""Lancer"":1,""Field Gun"":1},""The Ottomans"":{""Cavalry"":1,""Lancer"":2,""Janissary"":1}}"
4430,300,{},1761656844,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3817,Friendly,Friendly,Land,Counterattack,1,Jeonju,11,14,18,24,73301,0,0,"[1029,5976,3938,-3817,-5976,-3938,-1991]","{""The Ottomans"":{""Janissary"":1}}"
4431,300,{},1761656844,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3938,Friendly,Even,Land,Counterattack,1,Busan,14,10,20,96,108655,101712,0,"[1029,1247,3817,1531,-3938,4011]","{""The Ottomans"":{""Fusilier"":1,""Corvette"":1,""Field Gun"":1}}"
4432,300,{},1761656844,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4011,Enemy,Enemy,Land,Withdraw,1,Seoul,19,9,32,84,84712,167554,0,"[1531,3938,3191,-3938,-4011,1039,2768,1034,2646]","{""Indonesia"":{""Cavalry"":1,""Fusilier"":1,""Gatling Gun"":2,""Field Gun"":3},""The Ottomans"":{""Corvette"":1}}"
4433,300,{},1761656844,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5976,Friendly,Friendly,Land,Counterattack,1,Ormus,9,18,20,18,59015,0,7040,"[-2514,-5976,1029,-1037,3817,1991,-1991]","{""The Ottomans"":{""Janissary"":1,""Field Gun"":1}}"
4434,300,{},1761656844,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6180,Enemy,Even,Land,Exploit Flanks,13,Malatya,48,20,11,3,0,7418,0,"[6097,-6097,-6180,-100003]","{""Indonesia"":{""Commando"":1}}"
4435,300,{},1761656844,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2768,Enemy,Even,Sea,Attrition,9,Daegu,22,16,21,48,53290,54186,0,"[-4011,-100004,2768,-1672,1672]","{""The Ottomans"":{""Corvette"":1}}"
4436,300,{},1761656844,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4011,Enemy,Even,Sea,Attrition,9,Seoul,19,14,8,4,83765,89025,0,"[-3938,4011,-100004,-2768]","{""Korea"":{""Corvette"":1},""The Ottomans"":{""Frigate"":3,""Corvette"":1}}"
4437,300,{},1761656844,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1904,Friendly,Even,Sea,Counterattack,0,Konya,2,16,31,32,53918,36907,0,"[-1179,1904,-2108,-1029,2108,1029,-5976,-2514,-100003,-6286]","{""Indonesia"":{""Ironclad"":1,""Cruiser"":1},""The Ottomans"":{""Corvette"":1}}"
4438,300,{},1761656844,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3938,Friendly,Friendly,Sea,Counterattack,9,Busan,16,14,12,8,111314,46768,0,"[3817,3938,-3817,-4011,4011,-100004]","{""The Ottomans"":{""Frigate"":1,""Corvette"":1}}"
4439,300,{},1761656844,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2108,Friendly,Even,Sea,Counterattack,0,Samsun,2,21,8,4,63951,40007,0,"[-1904,2108,-2514,2676,2514,-6286]","{""The Ottomans"":{""Frigate"":3}}"
4440,300,{},1761656844,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1672,Enemy,Even,Sea,Exploit Flanks,9,Batam,25,21,37,14,23580,23325,0,"[-2768,-100004,-4402,1672,-4163,1598,-1598]","{""The Ottomans"":{""Corvette"":1}}"
4441,301,{},1761656875,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,Friendly,Friendly,Land,Counterattack,1,Istanbul,7,11,21,36,88703,11700,0,"[1179,-1029,-1904,1247,5976,3817,3938]","{""The Ottomans"":{""Janissary"":2}}"
4442,301,{},1761656875,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037,Neutral,Friendly,Land,Attrition,32,Lhasa,10,26,23,27,37491,0,49598,"[2514,2985,-2514,2884,-1037,1038,1991]","{""City-State Lhasa"":{""Fusilier"":1}}"
4443,301,{},1761656875,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,Enemy,Even,Land,Steamroll,1,Geneva,5,4,18,12,66645,38269,0,"[-1040,1179,1247]","{""City-State Geneva"":{""Fusilier"":1,""Musketman"":1},""The Ottomans"":{""Janissary"":1}}"
4444,301,{},1761656875,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1179,Friendly,Friendly,Land,Counterattack,1,Edirne,4,9,13,24,71317,23076,0,"[-1179,1040,1029,-1029,1247]","{""The Ottomans"":{""Janissary"":1,""Field Gun"":1}}"
